lab,subid,order,trial_type,stimulus,trial_num,looking_time_s,trial_error,trial_error_type,looking_time_diff,total_center,enabled_diff
Omane - Ghana,mba_p1,1,IDS,IDS1,1,16.754,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p1,1,ADS,ADS1,2,14.891,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p1,1,IDS,IDS2,3,14.79,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p1,1,ADS,ADS2,4,9.27,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p1,1,ADS,ADS3,5,4.692,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p1,1,IDS,IDS3,6,13.549,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p1,1,IDS,IDS4,7,14.735,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p1,1,ADS,ADS4,8,13.349,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p1,1,ADS,ADS5,9,16.099,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p1,1,IDS,IDS5,10,12.383,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p1,1,ADS,ADS6,11,3.244,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p1,1,IDS,IDS6,12,13.304,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p1,1,IDS,IDS7,13,15.894,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p1,1,ADS,ADS7,14,6.08,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p1,1,ADS,ADS8,15,10.47,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p1,1,IDS,IDS8,16,6.084,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p2,1,IDS,IDS1,1,12.412,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p2,1,ADS,ADS1,2,7.615,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p2,1,IDS,IDS2,3,2.289,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p2,1,ADS,ADS2,4,4.022,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p2,1,ADS,ADS3,5,5.566,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p2,1,IDS,IDS3,6,5.664,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p2,1,IDS,IDS4,7,2.193,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p2,1,ADS,ADS4,8,6.513,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p2,1,ADS,ADS5,9,4.099,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p2,1,IDS,IDS5,10,1.519,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p2,1,ADS,ADS6,11,1.763,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p2,1,IDS,IDS6,12,1.97,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p3,2,ADS,ADS1,1,9.019,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p3,2,IDS,IDS1,2,16.252,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p3,2,ADS,ADS2,3,8.149,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p3,2,IDS,IDS2,4,14.446,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p3,2,IDS,IDS3,5,15.747,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p3,2,ADS,ADS3,6,12.521,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p3,2,ADS,ADS4,7,15.048,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p3,2,IDS,IDS4,8,4.887,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p3,2,IDS,IDS5,9,3.548,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p3,2,ADS,ADS5,10,2.985,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p3,2,IDS,IDS6,11,6.726,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p3,2,ADS,ADS6,12,7.288999999999999,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p3,2,ADS,ADS7,13,9.006999999999998,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p3,2,IDS,IDS7,14,2.282,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p3,2,IDS,IDS8,15,4.393,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p3,2,ADS,ADS8,16,1.855,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p4,3,IDS,IDS5,1,16.694,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p4,3,ADS,ADS5,2,11.17,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p4,3,ADS,ADS7,3,5.478,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p4,3,IDS,IDS7,4,4.2,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p4,3,ADS,ADS1,5,5.338,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p4,3,IDS,IDS1,6,5.58,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p4,3,ADS,ADS3,7,4.862,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p4,3,IDS,IDS3,8,16.92,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p4,3,ADS,ADS2,9,6.074,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p4,3,IDS,IDS2,10,15.976,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p4,3,IDS,IDS4,11,13.162,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p4,3,ADS,ADS4,12,5.261,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p4,3,IDS,IDS6,13,5.79,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p4,3,ADS,ADS6,14,14.947,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p4,3,IDS,IDS8,15,15.447,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p4,3,ADS,ADS8,16,5.124,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p5,4,ADS,ADS5,1,5.574,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p5,4,IDS,IDS5,2,14.402,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p5,4,IDS,IDS7,3,6.039,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p5,4,ADS,ADS7,4,14.316,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p5,4,IDS,ISD1,5,14.053,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p5,4,ADS,ADS1,6,14.301,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p5,4,IDS,IDS3,7,8.034,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p5,4,ADS,ADS3,8,10.634,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p5,4,IDS,IDS2,9,2.807,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p5,4,ADS,ADS2,10,11.256,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p5,4,ADS,ADS4,11,3.882,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p5,4,IDS,IDS4,12,5.854,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p5,4,ADS,ADS6,13,4.201,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p5,4,IDS,IDS6,14,1.833,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p5,4,ADS,ADS8,15,1.965,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p5,4,IDS,IDS8,16,6.472,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p6,1,IDS,IDS1,1,16.869,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p6,1,ADS,ADS1,2,1.467,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p6,1,IDS,IDS2,3,17.592,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p6,1,ADS,ADS2,4,10.212,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p6,1,ADS,ADS3,5,15.322,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p6,1,IDS,IDS3,6,15.719,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p6,1,IDS,IDS4,7,10.545,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p6,1,ADS,ADS4,8,12.61,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p6,1,ADS,ADS5,9,13.075,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p6,1,IDS,IDS5,10,16.316,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p6,1,ADS,ADS6,11,8.867,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p6,1,IDS,IDS6,12,8.104,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p6,1,IDS,IDS7,13,8.492,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p6,1,ADS,ADS7,14,10.302,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p6,1,ADS,ADS8,15,12.375,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p6,1,IDS,IDS8,16,13.134,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p7,3,IDS,IDS5,1,3.549,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p7,3,ADS,ADS5,2,14.694,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p7,3,ADS,ADS7,3,8.035,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p7,3,IDS,IDS7,4,9.279000000000002,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p7,3,ADS,ADS1,5,4.34,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p7,3,IDS,IDS1,6,4.631,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p7,3,ADS,ADS3,7,7.676999999999999,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p7,3,IDS,IDS3,8,4.565,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p7,3,ADS,ADS2,9,11.053,noerror,NA,NA,NA,NA
Omane - Ghana,mba_p7,3,IDS,IDS2,10,12.353,noerror,NA,NA,NA,NA
Omane - Ghana,mba_8,4,ADS,ADS5,1,6.62,noerror,NA,NA,NA,NA
Omane - Ghana,mba_8,4,IDS,IDS5,2,14.3,noerror,NA,NA,NA,NA
Omane - Ghana,mba_8,4,IDS,IDS7,3,16.578,noerror,NA,NA,NA,NA
Omane - Ghana,mba_8,4,ADS,ADS7,4,16.793,noerror,NA,NA,NA,NA
Omane - Ghana,mba_8,4,IDS,IDS1,5,16.514,noerror,NA,NA,NA,NA
Omane - Ghana,mba_8,4,ADS,ADS1,6,8.88,noerror,NA,NA,NA,NA
Omane - Ghana,mba_8,4,IDS,IDS3,7,15.795,noerror,NA,NA,NA,NA
Omane - Ghana,mba_8,4,ADS,ADS3,8,13.395,noerror,NA,NA,NA,NA
Omane - Ghana,mba_8,4,IDS,IDS2,9,10.432,noerror,NA,NA,NA,NA
Omane - Ghana,mba_8,4,ADS,ADS2,10,16.732,noerror,NA,NA,NA,NA
Omane - Ghana,mba_8,4,ADS,ADS4,11,13.891,noerror,NA,NA,NA,NA
Omane - Ghana,mba_8,4,IDS,IDS4,12,4.144,noerror,NA,NA,NA,NA
Omane - Ghana,mba_8,4,ADS,ADS6,13,10.686,noerror,NA,NA,NA,NA
Omane - Ghana,mba_8,4,IDS,IDS6,14,17.885,noerror,NA,NA,NA,NA
Omane - Ghana,mba_8,4,ADS,ADS8,15,14.766,noerror,NA,NA,NA,NA
Omane - Ghana,mba_8,4,IDS,IDS8,16,5.733,noerror,NA,NA,NA,NA
Omane - Ghana,mba_9,2,ADS,ADS1,1,6.314,noerror,NA,NA,NA,NA
Omane - Ghana,mba_9,2,IDS,IDS1,2,5.457,noerror,NA,NA,NA,NA
Omane - Ghana,mba_9,2,ADS,ADS2,3,13.484,noerror,NA,NA,NA,NA
Omane - Ghana,mba_9,2,IDS,IDS2,4,14.799,noerror,NA,NA,NA,NA
Omane - Ghana,mba_9,2,IDS,IDS3,5,2.867,noerror,NA,NA,NA,NA
Omane - Ghana,mba_9,2,ADS,ADS3,6,3.832,noerror,NA,NA,NA,NA
Omane - Ghana,mba_9,2,ADS,ADS4,7,6.664,noerror,NA,NA,NA,NA
Omane - Ghana,mba_9,2,IDS,IDS4,8,3.736,noerror,NA,NA,NA,NA
Omane - Ghana,mba_10,4,ADS,ADS5,1,17.867,noerror,NA,NA,NA,NA
Omane - Ghana,mba_10,4,IDS,IDS5,2,12.381,noerror,NA,NA,NA,NA
Omane - Ghana,mba_10,4,IDS,IDS7,3,8.038999999999998,noerror,NA,NA,NA,NA
Omane - Ghana,mba_10,4,ADS,ADS7,4,9.943,noerror,NA,NA,NA,NA
Omane - Ghana,mba_10,4,IDS,IDS1,5,17.195,noerror,NA,NA,NA,NA
Omane - Ghana,mba_10,4,ADS,ADS1,6,16.163,noerror,NA,NA,NA,NA
Omane - Ghana,mba_10,4,IDS,IDS3,7,9.027,noerror,NA,NA,NA,NA
Omane - Ghana,mba_10,4,ADS,ADS3,8,5.696,noerror,NA,NA,NA,NA
Omane - Ghana,mba_10,4,IDS,IDS2,9,2.901,noerror,NA,NA,NA,NA
Omane - Ghana,mba_10,4,ADS,ADS2,10,7.869,noerror,NA,NA,NA,NA
Omane - Ghana,mba_10,4,ADS,ADS4,11,12.034,noerror,NA,NA,NA,NA
Omane - Ghana,mba_10,4,IDS,IDS4,12,6.037,noerror,NA,NA,NA,NA
Omane - Ghana,mba_10,4,ADS,ADS6,13,9.81,noerror,NA,NA,NA,NA
Omane - Ghana,mba_10,4,IDS,IDS6,14,12.725,noerror,NA,NA,NA,NA
Omane - Ghana,mba_10,4,ADS,ADS8,15,4.986,noerror,NA,NA,NA,NA
Omane - Ghana,mba_10,4,IDS,IDS8,16,3.264,noerror,NA,NA,NA,NA
Omane - Ghana,mba_11,1,IDS,IDS1,1,4.206,noerror,NA,NA,NA,NA
Omane - Ghana,mba_11,1,ADS,ADS1,2,17.581,noerror,NA,NA,NA,NA
Omane - Ghana,mba_11,1,IDS,IDS2,3,7.086,noerror,NA,NA,NA,NA
Omane - Ghana,mba_11,1,ADS,ADS2,4,5.202,noerror,NA,NA,NA,NA
Omane - Ghana,mba_11,1,ADS,ADS3,5,16.951,noerror,NA,NA,NA,NA
Omane - Ghana,mba_11,1,IDS,IDS3,6,4.093,noerror,NA,NA,NA,NA
Omane - Ghana,mba_11,1,IDS,IDS4,7,8.11,noerror,NA,NA,NA,NA
Omane - Ghana,mba_11,1,ADS,ADS4,8,5.696,noerror,NA,NA,NA,NA
Omane - Ghana,mba_11,1,ADS,ADS5,9,13.002,noerror,NA,NA,NA,NA
Omane - Ghana,mba_11,1,IDS,IDS5,10,2.074,noerror,NA,NA,NA,NA
Omane - Ghana,mba_11,1,ADS,ADS6,11,3.785,noerror,NA,NA,NA,NA
Omane - Ghana,mba_11,1,IDS,IDS6,12,3.06,noerror,NA,NA,NA,NA
Omane - Ghana,mba_11,1,IDS,IDS7,13,2.033,noerror,NA,NA,NA,NA
Omane - Ghana,mba_11,1,ADS,ADS7,14,1.399,noerror,NA,NA,NA,NA
Omane - Ghana,mba_11,1,ADS,ADS8,15,14.568,noerror,NA,NA,NA,NA
Omane - Ghana,mba_11,1,IDS,IDS8,16,6.107,noerror,NA,NA,NA,NA
Omane - Ghana,mba_12,4,ADS,ADS5,1,5.387,noerror,NA,NA,NA,NA
Omane - Ghana,mba_12,4,IDS,IDS5,2,4.892,noerror,NA,NA,NA,NA
Omane - Ghana,mba_12,4,IDS,IDS7,3,12.163,noerror,NA,NA,NA,NA
Omane - Ghana,mba_12,4,ADS,ADS7,4,7.196,noerror,NA,NA,NA,NA
Omane - Ghana,mba_12,4,IDS,IDS1,5,1.405,noerror,NA,NA,NA,NA
Omane - Ghana,mba_12,4,ADS,ADS1,6,1.865,noerror,NA,NA,NA,NA
Omane - Ghana,mba_12,4,IDS,IDS3,7,11.091,noerror,NA,NA,NA,NA
Omane - Ghana,mba_12,4,ADS,ADS3,8,3.045,noerror,NA,NA,NA,NA
Omane - Ghana,mba_12,4,IDS,IDS2,9,2.791,noerror,NA,NA,NA,NA
Omane - Ghana,mba_12,4,ADS,ADS2,10,8.872,noerror,NA,NA,NA,NA
Omane - Ghana,mba_12,4,ADS,ADS4,11,3.625,noerror,NA,NA,NA,NA
Omane - Ghana,mba_12,4,IDS,IDS4,12,2.673,noerror,NA,NA,NA,NA
Omane - Ghana,mba_12,4,ADS,ADS6,13,1.866,noerror,NA,NA,NA,NA
Omane - Ghana,mba_12,4,IDS,IDS6,14,8.35,noerror,NA,NA,NA,NA
Omane - Ghana,mba_12,4,ADS,ADS8,15,1.038,noerror,NA,NA,NA,NA
Omane - Ghana,mba_12,4,IDS,IDS8,16,10.878,noerror,NA,NA,NA,NA
Omane - Ghana,mba_13,3,IDS,IDS5,1,9.483,noerror,NA,NA,NA,NA
Omane - Ghana,mba_13,3,ADS,ADS5,2,3.402,noerror,NA,NA,NA,NA
Omane - Ghana,mba_13,3,ADS,ADS7,3,8.19,noerror,NA,NA,NA,NA
Omane - Ghana,mba_13,3,IDS,IDS7,4,3.906,noerror,NA,NA,NA,NA
Omane - Ghana,mba_13,3,ADS,ADS1,5,3.037,noerror,NA,NA,NA,NA
Omane - Ghana,mba_13,3,IDS,IDS1,6,3.414,noerror,NA,NA,NA,NA
Omane - Ghana,mba_13,3,ADS,ADS3,7,1.307,noerror,NA,NA,NA,NA
Omane - Ghana,mba_13,3,IDS,IDS3,8,10.848,noerror,NA,NA,NA,NA
Omane - Ghana,mba_13,3,ADS,ADS2,9,4.323,noerror,NA,NA,NA,NA
Omane - Ghana,mba_13,3,IDS,IDS2,10,9.737,noerror,NA,NA,NA,NA
Omane - Ghana,mba_13,3,IDS,IDS4,11,3.869,noerror,NA,NA,NA,NA
Omane - Ghana,mba_13,3,ADS,ADS4,12,0.586,noerror,NA,NA,NA,NA
Omane - Ghana,mba_13,3,IDS,IDS6,13,4.966,noerror,NA,NA,NA,NA
Omane - Ghana,mba_13,3,ADS,ADS6,14,9.165,noerror,NA,NA,NA,NA
Omane - Ghana,mba_13,3,IDS,IDS8,15,3.865,noerror,NA,NA,NA,NA
Omane - Ghana,mba_13,3,ADS,ADS8,16,1.376,noerror,NA,NA,NA,NA
Omane - Ghana,mba_14,3,IDS,IDS5,1,15.121,noerror,NA,NA,NA,NA
Omane - Ghana,mba_14,3,ADS,ADS5,2,9.732,noerror,NA,NA,NA,NA
Omane - Ghana,mba_14,3,ADS,ADS7,3,11.988,noerror,NA,NA,NA,NA
Omane - Ghana,mba_14,3,IDS,IDS7,4,13.018,noerror,NA,NA,NA,NA
Omane - Ghana,mba_14,3,ADS,ADS1,5,3.375,noerror,NA,NA,NA,NA
Omane - Ghana,mba_14,3,IDS,IDS1,6,13.484,noerror,NA,NA,NA,NA
Omane - Ghana,mba_14,3,ADS,ADS3,7,3.706,noerror,NA,NA,NA,NA
Omane - Ghana,mba_14,3,IDS,IDS3,8,13.644,noerror,NA,NA,NA,NA
Omane - Ghana,mba_14,3,ADS,ADS2,9,4.599,noerror,NA,NA,NA,NA
Omane - Ghana,mba_14,3,IDS,IDS2,10,16.129,noerror,NA,NA,NA,NA
Omane - Ghana,mba_14,3,IDS,IDS4,11,5.822,noerror,NA,NA,NA,NA
Omane - Ghana,mba_14,3,ADS,ADS4,12,13.023,noerror,NA,NA,NA,NA
Omane - Ghana,mba_14,3,IDS,IDS6,13,5.43,noerror,NA,NA,NA,NA
Omane - Ghana,mba_14,3,ADS,ADS6,14,2.197,noerror,NA,NA,NA,NA
Omane - Ghana,mba_14,3,IDS,IDS8,15,1.851,noerror,NA,NA,NA,NA
Omane - Ghana,mba_14,3,ADS,ADS8,16,3.584,noerror,NA,NA,NA,NA
Omane - Ghana,mba_15,1,IDS,IDS1,1,6.169,noerror,NA,NA,NA,NA
Omane - Ghana,mba_15,1,ADS,ADS1,2,0.575,noerror,NA,NA,NA,NA
Omane - Ghana,mba_15,1,IDS,IDS2,3,4.063,noerror,NA,NA,NA,NA
Omane - Ghana,mba_15,1,ADS,ADS2,4,6.737,noerror,NA,NA,NA,NA
Omane - Ghana,mba_15,1,ADS,ADS3,5,11.66,noerror,NA,NA,NA,NA
Omane - Ghana,mba_15,1,IDS,IDS3,6,9.232,noerror,NA,NA,NA,NA
Omane - Ghana,mba_15,1,IDS,IDS4,7,17.696,noerror,NA,NA,NA,NA
Omane - Ghana,mba_15,1,ADS,ADS4,8,15.095,noerror,NA,NA,NA,NA
Omane - Ghana,mba_15,1,ADS,ADS5,9,17.636,noerror,NA,NA,NA,NA
Omane - Ghana,mba_15,1,IDS,IDS5,10,14.265,noerror,NA,NA,NA,NA
Omane - Ghana,mba_15,1,ADS,ADS6,11,7.320999999999999,noerror,NA,NA,NA,NA
Omane - Ghana,mba_15,1,IDS,IDS6,12,4.049,noerror,NA,NA,NA,NA
Omane - Ghana,mba_15,1,IDS,IDS7,13,3.382,noerror,NA,NA,NA,NA
Omane - Ghana,mba_15,1,ADS,ADS7,14,0.562,noerror,NA,NA,NA,NA
Omane - Ghana,mba_16,3,IDS,IDS5,1,4.013,NA,NA,NA,NA,NA
Omane - Ghana,mba_16,3,ADS,ADS5,2,15.761,NA,NA,NA,NA,NA
Omane - Ghana,mba_16,3,ADS,ADS7,3,8.351,NA,NA,NA,NA,NA
Omane - Ghana,mba_16,3,IDS,IDS7,4,17.672,NA,NA,NA,NA,NA
Omane - Ghana,mba_16,3,ADS,ADS1,5,10.994,NA,NA,NA,NA,NA
Omane - Ghana,mba_16,3,IDS,IDS1,6,4.097,NA,NA,NA,NA,NA
Omane - Ghana,mba_16,3,ADS,ADS3,7,3.522,NA,NA,NA,NA,NA
Omane - Ghana,mba_16,3,IDS,IDS3,8,5.228,NA,NA,NA,NA,NA
Omane - Ghana,mba_16,3,ADS,ADS2,9,10.055,NA,NA,NA,NA,NA
Omane - Ghana,mba_16,3,IDS,IDS2,10,6.782,NA,NA,NA,NA,NA
Omane - Ghana,mba_16,3,IDS,IDS4,11,13.914,NA,NA,NA,NA,NA
Omane - Ghana,mba_16,3,ADS,ADS4,12,4.61,NA,NA,NA,NA,NA
Omane - Ghana,mba_17,2,ADS,ADS1,1,5.656,noerror,NA,NA,NA,NA
Omane - Ghana,mba_17,2,IDS,ISD1,2,3.644,noerror,NA,NA,NA,NA
Omane - Ghana,mba_17,2,ADS,ADS2,3,1.906,noerror,NA,NA,NA,NA
Omane - Ghana,mba_17,2,IDS,IDS2,4,15.105,noerror,NA,NA,NA,NA
Omane - Ghana,mba_17,2,IDS,IDS3,5,7.128,noerror,NA,NA,NA,NA
Omane - Ghana,mba_17,2,ADS,ADS3,6,5.706,noerror,NA,NA,NA,NA
Omane - Ghana,mba_17,2,ADS,ADS4,7,12.305,noerror,NA,NA,NA,NA
Omane - Ghana,mba_17,2,IDS,IDS4,8,4.524,noerror,NA,NA,NA,NA
Omane - Ghana,mba_17,2,IDS,IDS5,9,6.596,noerror,NA,NA,NA,NA
Omane - Ghana,mba_17,2,ADS,ADS5,10,13.095,noerror,NA,NA,NA,NA
Omane - Ghana,mba_17,2,IDS,IDS6,11,8.659,noerror,NA,NA,NA,NA
Omane - Ghana,mba_17,2,ADS,ADS6,12,10.357,noerror,NA,NA,NA,NA
Omane - Ghana,mba_17,2,ADS,ADS7,13,11.326,noerror,NA,NA,NA,NA
Omane - Ghana,mba_17,2,IDS,IDS7,14,14.787,noerror,NA,NA,NA,NA
Omane - Ghana,mba_17,2,IDS,IDS8,15,1.924,noerror,NA,NA,NA,NA
Omane - Ghana,mba_17,2,ADS,ADS8,16,8.478,noerror,NA,NA,NA,NA
Omane - Ghana,mba_18,2,ADS,ADS1,1,3.27,noerror,NA,NA,NA,NA
Omane - Ghana,mba_18,2,IDS,ISD1,2,5.309,noerror,NA,NA,NA,NA
Omane - Ghana,mba_18,2,ADS,ADS2,3,3.707,noerror,NA,NA,NA,NA
Omane - Ghana,mba_18,2,IDS,IDS2,4,1.654,noerror,NA,NA,NA,NA
Omane - Ghana,mba_18,2,IDS,IDS3,5,0.508,noerror,NA,NA,NA,NA
Omane - Ghana,mba_18,2,ADS,ADS3,6,3.672,noerror,NA,NA,NA,NA
Omane - Ghana,mba_18,2,ADS,ADS4,7,2.38,noerror,NA,NA,NA,NA
Omane - Ghana,mba_18,2,IDS,IDS4,8,2.107,noerror,NA,NA,NA,NA
Omane - Ghana,mba_18,2,IDS,IDS5,9,3.984,noerror,NA,NA,NA,NA
Omane - Ghana,mba_18,2,ADS,ADS5,10,4.896,noerror,NA,NA,NA,NA
Omane - Ghana,mba_18,2,IDS,IDS6,11,4.724,noerror,NA,NA,NA,NA
Omane - Ghana,mba_18,2,ADS,ADS6,12,1.005,noerror,NA,NA,NA,NA
Omane - Ghana,mba_19,3,IDS,IDS5,1,13.838,noerror,NA,NA,NA,NA
Omane - Ghana,mba_19,3,ADS,ADS5,2,14.554,noerror,NA,NA,NA,NA
Omane - Ghana,mba_19,3,ADS,ADS7,3,16.641,noerror,NA,NA,NA,NA
Omane - Ghana,mba_19,3,IDS,IDS7,4,15.496,noerror,NA,NA,NA,NA
Omane - Ghana,mba_19,3,ADS,ADS1,5,15.927,noerror,NA,NA,NA,NA
Omane - Ghana,mba_19,3,IDS,IDS1,6,6.043,noerror,NA,NA,NA,NA
Omane - Ghana,mba_19,3,ADS,ADS3,7,14.295,noerror,NA,NA,NA,NA
Omane - Ghana,mba_19,3,IDS,IDS3,8,16.689,noerror,NA,NA,NA,NA
Omane - Ghana,mba_19,3,ADS,ADS2,9,10.652,noerror,NA,NA,NA,NA
Omane - Ghana,mba_19,3,IDS,IDS2,10,14.649,noerror,NA,NA,NA,NA
Omane - Ghana,mba_19,3,IDS,IDS4,11,11.442,noerror,NA,NA,NA,NA
Omane - Ghana,mba_19,3,ADS,ADS4,12,16.486,noerror,NA,NA,NA,NA
Omane - Ghana,mba_19,3,IDS,IDS6,13,14.846,noerror,NA,NA,NA,NA
Omane - Ghana,mba_19,3,ADS,ADS6,14,9.945,noerror,NA,NA,NA,NA
Omane - Ghana,mba_19,3,IDS,IDS8,15,9.263000000000002,noerror,NA,NA,NA,NA
Omane - Ghana,mba_19,3,ADS,ADS8,16,4.721,noerror,NA,NA,NA,NA
Omane - Ghana,mba_20,2,ADS,ADS1,1,6.651,noerror,NA,NA,NA,NA
Omane - Ghana,mba_20,2,IDS,ISD1,2,7.102,noerror,NA,NA,NA,NA
Omane - Ghana,mba_20,2,ADS,ADS2,3,7.561,noerror,NA,NA,NA,NA
Omane - Ghana,mba_20,2,IDS,IDS2,4,8.199999999999998,noerror,NA,NA,NA,NA
Omane - Ghana,mba_20,2,IDS,IDS3,5,10.085,noerror,NA,NA,NA,NA
Omane - Ghana,mba_20,2,ADS,ADS3,6,4.01,noerror,NA,NA,NA,NA
Omane - Ghana,mba_20,2,ADS,ADS4,7,4.474,noerror,NA,NA,NA,NA
Omane - Ghana,mba_20,2,IDS,IDS4,8,14.845,noerror,NA,NA,NA,NA
Omane - Ghana,mba_20,2,IDS,IDS5,9,2.455,noerror,NA,NA,NA,NA
Omane - Ghana,mba_20,2,ADS,ADS5,10,11.916,noerror,NA,NA,NA,NA
Omane - Ghana,mba_20,2,IDS,IDS6,11,4.516,noerror,NA,NA,NA,NA
Omane - Ghana,mba_20,2,ADS,ADS6,12,3.869,noerror,NA,NA,NA,NA
Omane - Ghana,mba_20,2,ADS,ADS7,13,2.594,noerror,NA,NA,NA,NA
Omane - Ghana,mba_20,2,IDS,IDS7,14,10.373,noerror,NA,NA,NA,NA
Omane - Ghana,mba_20,2,IDS,IDS8,15,5.485,noerror,NA,NA,NA,NA
Omane - Ghana,mba_20,2,ADS,ADS8,16,3.831,noerror,NA,NA,NA,NA
Omane - Ghana,mba_21,1,IDS,IDS1,1,15.942,noerror,NA,NA,NA,NA
