lab,subid,order,trial_type,stimulus,trial_num,looking_time_s,trial_error,trial_error_type,looking_time_diff,total_center,enabled_diff
Mushimiyimana - Rwanda,MBG-27,4,ADS,ads3,8,3.933,NA,NA,9.417,3.933,7.871
Mushimiyimana - Rwanda,MBG-27,4,IDS,ids2,9,12.501,NA,NA,18.894,12.501,18.001
Mushimiyimana - Rwanda,MBG-27,4,ADS,ads2,10,7.496,NA,NA,16.948,7.496,15.694
Mushimiyimana - Rwanda,MBG-27,4,ADS,ads4,11,3.873,NA,NA,7.925,3.873,6.387
Mushimiyimana - Rwanda,MBG-27,4,IDS,ids4,12,3.384,NA,NA,8.404,3.384,6.807
Mushimiyimana - Rwanda,MBG-27,4,ADS,ads6,13,4.794,NA,NA,8.309,4.794,7.466
Mushimiyimana - Rwanda,MBG-27,4,IDS,ids6,14,12.709,NA,NA,19.669,12.709,17.998
Mushimiyimana - Rwanda,MBG-27,4,ADS,ads8,15,5.737,NA,NA,10.605,5.737,8.993
Mushimiyimana - Rwanda,MBG-27,4,IDS,ids8,16,6.896,NA,NA,12.756,6.896,10.781
Mushimiyimana - Rwanda,MBG-28,2,ADS,ads1,1,14.535,NA,NA,19.119,14.535,17.997
Mushimiyimana - Rwanda,MBG-28,2,IDS,ids1,2,6.515,NA,NA,15.891,6.515,15.211
Mushimiyimana - Rwanda,MBG-28,2,ADS,ads2,3,9.77,NA,NA,17.674,9.77,16.625
Mushimiyimana - Rwanda,MBG-28,2,IDS,ids2,4,2.837,NA,NA,6.945,2.837,6.068
Mushimiyimana - Rwanda,MBG-28,2,IDS,ids3,5,4.302,NA,NA,9.57,4.302,7.619
Mushimiyimana - Rwanda,MBG-28,2,ADS,ads3,6,11.372,NA,NA,20.903,11.372,17.998
Mushimiyimana - Rwanda,MBG-28,2,ADS,ads4,7,3.683,NA,NA,8.987,3.683,6.782
Mushimiyimana - Rwanda,MBG-28,2,IDS,ids4,8,1.979,NA,NA,7.168,1.979,5.676
Mushimiyimana - Rwanda,MBG-28,2,IDS,ids5,9,2.236,NA,NA,6.401,2.236,4.879
Mushimiyimana - Rwanda,MBG-28,2,ADS,ads5,10,3.372,NA,NA,8.565,3.372,6.427
Mushimiyimana - Rwanda,MBG-28,2,IDS,ids6,11,8.961,NA,NA,19.513,8.961,17.473
Mushimiyimana - Rwanda,MBG-28,2,ADS,ads6,12,1.836,NA,NA,7.733,1.836,5.01
Mushimiyimana - Rwanda,MBG-28,2,ADS,ads7,13,4.321,NA,NA,17.612,4.321,11.412
Mushimiyimana - Rwanda,MBG-28,2,IDS,ids7,14,11.551,NA,NA,17.287,11.551,15.87
Mushimiyimana - Rwanda,MBG-28,2,IDS,ids8,15,5.608,NA,NA,11.192,5.608,10.162
Mushimiyimana - Rwanda,MBG-28,2,ADS,ads8,16,5.323,NA,NA,14.711,5.323,8.813
Mushimiyimana - Rwanda,MBG-29,4,ADS,ads5,1,14.885,NA,NA,19.335,14.885,18
Mushimiyimana - Rwanda,MBG-29,4,IDS,ids5,2,6.88,NA,NA,12.387,6.88,11.645
Mushimiyimana - Rwanda,MBG-29,4,IDS,ids7,3,11.134,NA,NA,19.166,11.134,18
Mushimiyimana - Rwanda,MBG-29,4,ADS,ads7,4,9.609,NA,NA,17.275,9.609,16.099
Mushimiyimana - Rwanda,MBG-29,4,IDS,ids1,5,7.704,NA,NA,15.089,7.704,14.062
Mushimiyimana - Rwanda,MBG-29,4,ADS,ads1,6,5.657,NA,NA,11.083,5.657,9.032
Mushimiyimana - Rwanda,MBG-29,4,IDS,ids3,7,13.404,NA,NA,19.3,13.404,18.001
Mushimiyimana - Rwanda,MBG-29,4,ADS,ads3,8,8.023,NA,NA,13.167,8.023,12.604
Mushimiyimana - Rwanda,MBG-29,4,IDS,ids2,9,10.411,NA,NA,19.693,10.411,17.998
Mushimiyimana - Rwanda,MBG-29,4,ADS,ads2,10,12.79,NA,NA,19.243,12.79,18.001
Mushimiyimana - Rwanda,MBG-29,4,ADS,ads4,11,7.949,NA,NA,12.488,7.949,11.124
Mushimiyimana - Rwanda,MBG-29,4,IDS,ids4,12,5.473,NA,NA,13.126,5.473,12.082
Mushimiyimana - Rwanda,MBG-29,4,ADS,ads6,13,5.604,NA,NA,11.787,5.604,9.986
Mushimiyimana - Rwanda,MBG-29,4,IDS,ids6,14,2.61,NA,NA,9.522,2.61,4.981
Mushimiyimana - Rwanda,MBG-29,4,ADS,ads8,15,2.992,NA,NA,8.375,2.992,6.121
Mushimiyimana - Rwanda,MBG-29,4,IDS,ids8,16,1.093,NA,NA,12.93,1.093,5.07
Mushimiyimana - Rwanda,MBG-30,1,IDS,ids1,1,12.343,NA,NA,19.088,12.343,17.999
Mushimiyimana - Rwanda,MBG-30,1,ADS,ads1,2,15.293,NA,NA,18.636,15.293,18.001
Mushimiyimana - Rwanda,MBG-30,1,IDS,ids2,3,11.107,NA,NA,18.94,11.107,18.001
Mushimiyimana - Rwanda,MBG-30,1,ADS,ads2,4,14.276,NA,NA,18.923,14.276,18
Mushimiyimana - Rwanda,MBG-30,1,ADS,ads3,5,11.075,NA,NA,18.625,11.075,18
Mushimiyimana - Rwanda,MBG-30,1,IDS,ids3,6,11.431,NA,NA,18.784,11.431,18.001
Mushimiyimana - Rwanda,MBG-30,1,IDS,ids4,7,10.371,NA,NA,19.302,10.371,18
Mushimiyimana - Rwanda,MBG-30,1,ADS,ads4,8,4.032,NA,NA,10.074,4.032,9.605
Mushimiyimana - Rwanda,MBG-30,1,ADS,ads5,9,3.327,NA,NA,7.756,3.327,6.832
Mushimiyimana - Rwanda,MBG-30,1,IDS,ids5,10,6.451,NA,NA,17.209,6.451,15.791
Mushimiyimana - Rwanda,MBG-30,1,ADS,ads6,11,5.245,NA,NA,13.57,5.245,11.87
Mushimiyimana - Rwanda,MBG-30,1,IDS,ids6,12,3.711,NA,NA,7.67,3.711,6.493
Mushimiyimana - Rwanda,MBG-30,1,IDS,ids7,13,3.182,NA,NA,8.376,3.182,6.679
Mushimiyimana - Rwanda,MBG-30,1,ADS,ads7,14,5.117,NA,NA,10.262,5.117,8.202
Mushimiyimana - Rwanda,MBG-30,1,ADS,ads8,15,4.37,NA,NA,12.495,4.37,11.419
Mushimiyimana - Rwanda,MBG-30,1,IDS,ids8,16,10.213,NA,NA,19.516,10.213,17.998
Mushimiyimana - Rwanda,MBG-31,2,ADS,ads1,1,6.129,NA,NA,10.578,6.129,9.324
Mushimiyimana - Rwanda,MBG-31,2,IDS,ids1,2,3.641,NA,NA,9.816,3.641,8.412
Mushimiyimana - Rwanda,MBG-31,2,ADS,ads2,3,2.329,NA,NA,7.624,2.329,6.105
Mushimiyimana - Rwanda,MBG-31,2,IDS,ids2,4,8.991,NA,NA,14.758,8.991,13.631
Mushimiyimana - Rwanda,MBG-31,2,IDS,ids3,5,6.529,NA,NA,12.361,6.529,11.401
Mushimiyimana - Rwanda,MBG-31,2,ADS,ads3,6,13.364,NA,NA,19.531,13.364,18
Mushimiyimana - Rwanda,MBG-31,2,ADS,ads4,7,7.843,NA,NA,13.74,7.843,12.637
Mushimiyimana - Rwanda,MBG-31,2,IDS,ids4,8,0.941,NA,NA,5.059,0.941,3.821
Mushimiyimana - Rwanda,MBG-31,2,IDS,ids5,9,0.877,NA,NA,5.428,0.877,3.373
Mushimiyimana - Rwanda,MBG-31,2,ADS,ads5,10,2.636,NA,NA,37.654,2.636,6.214
Mushimiyimana - Rwanda,MBG-31,2,IDS,ids6,11,0.484,NA,NA,8.87,0.484,2.992
Mushimiyimana - Rwanda,MBG-31,2,ADS,ads6,12,0.712,NA,NA,6.235,0.712,3.353
Mushimiyimana - Rwanda,MBG-31,2,ADS,ads7,13,15.68,NA,NA,23.201,15.68,18
Mushimiyimana - Rwanda,MBG-31,2,IDS,ids7,14,5.722,NA,NA,13.201,5.722,11.971
Mushimiyimana - Rwanda,MBG-31,2,IDS,ids8,15,2.97,NA,NA,7.863,2.97,7.152
Mushimiyimana - Rwanda,MBG-31,2,ADS,ads8,16,1.706,NA,NA,6.88,1.706,5.728
Mushimiyimana - Rwanda,MBG-32,4,ADS,ads5,1,11.099,NA,NA,19.409,11.099,17.997
Mushimiyimana - Rwanda,MBG-32,4,IDS,ids5,2,10.245,NA,NA,18.722,10.245,18
Mushimiyimana - Rwanda,MBG-32,4,IDS,ids7,3,2.348,NA,NA,6.866,2.348,6.021
Mushimiyimana - Rwanda,MBG-32,4,ADS,ads7,4,8.994,NA,NA,19.758,8.994,17.998
Mushimiyimana - Rwanda,MBG-32,4,IDS,ids1,5,7.977,NA,NA,19.018,7.977,17.999
Mushimiyimana - Rwanda,MBG-32,4,ADS,ads1,6,13.62,NA,NA,18.807,13.62,17.997
Mushimiyimana - Rwanda,MBG-32,4,IDS,ids3,7,12.598,NA,NA,18.847,12.598,18
Mushimiyimana - Rwanda,MBG-32,4,ADS,ads3,8,8.618,NA,NA,19.208,8.618,17.993
Mushimiyimana - Rwanda,MBG-32,4,IDS,ids2,9,10.756,NA,NA,18.753,10.756,18
Mushimiyimana - Rwanda,MBG-32,4,ADS,ads2,10,9.897,NA,NA,18.942,9.897,18.001
Mushimiyimana - Rwanda,MBG-32,4,ADS,ads4,11,4.098,NA,NA,9.847,4.098,8.548
Mushimiyimana - Rwanda,MBG-32,4,IDS,ids4,12,4.157,NA,NA,10.588,4.157,9.006
Mushimiyimana - Rwanda,MBG-32,4,ADS,ads6,13,2.968,NA,NA,9.686,2.968,6.624
Mushimiyimana - Rwanda,MBG-32,4,IDS,ids6,14,2.368,NA,NA,8.372,2.368,6.727
Mushimiyimana - Rwanda,MBG-32,4,ADS,ads8,15,15.459,NA,NA,19.675,15.459,18
Mushimiyimana - Rwanda,MBG-32,4,IDS,ids8,16,13.192,NA,NA,19.04,13.192,17.999
Mushimiyimana - Rwanda,MBG-7,NA,ADS,ads2,1,10.188,NA,NA,15.059,10.188,14.012
Mushimiyimana - Rwanda,MBG-7,NA,ADS,ads3,2,13.04,NA,NA,20.195,13.04,18.001
Mushimiyimana - Rwanda,MBG-7,NA,ADS,ads4,3,10.234,NA,NA,21.974,10.234,15.752
Mushimiyimana - Rwanda,MBG-7,NA,ADS,ads5,4,14.983,NA,NA,31.085,14.983,18
Mushimiyimana - Rwanda,MBG-7,NA,ADS,ads6,5,2.773,NA,NA,7.637,2.773,5.069
Mushimiyimana - Rwanda,MBG-7,NA,ADS,ads7,6,16.565,NA,NA,23.023,16.565,17.998
Mushimiyimana - Rwanda,MBG-7,NA,ADS,ads8,7,4.62,NA,NA,9.534,4.62,7.134
Mushimiyimana - Rwanda,MBG-7,NA,IDS,ids1,8,1.125,NA,NA,5.865,1.125,3.764
Mushimiyimana - Rwanda,MBG-7,NA,IDS,ids2,9,5.482,NA,NA,12.194,5.482,7.945
Mushimiyimana - Rwanda,MBG-7,NA,IDS,ids3,10,7.828,NA,NA,11.999,7.828,10.714
Mushimiyimana - Rwanda,MBG-7,NA,IDS,ids4,11,3.624,NA,NA,7.561,3.624,6.266
Mushimiyimana - Rwanda,MBG-7,NA,IDS,ids5,12,9.521,NA,NA,16.262,9.521,15.083
Mushimiyimana - Rwanda,MBG-7,NA,IDS,ids6,13,14.488,NA,NA,19.226,14.488,17.997
Mushimiyimana - Rwanda,MBG-7,NA,IDS,ids7,14,8.228,NA,NA,13.115,8.228,11.935
Mushimiyimana - Rwanda,MBG-7,NA,IDS,ids8,15,11.108,NA,NA,19.984,11.108,18
Mushimiyimana - Rwanda,MBG-7,NA,ADS,ads1,16,14.038,NA,NA,21.08,14.038,18.001
Mushimiyimana - Rwanda,MBG1-1,1,IDS,ids1,1,0.977,NA,NA,7.465,0.977,5.455
Mushimiyimana - Rwanda,MBG1-1,1,ADS,ads1,2,11.644,NA,NA,27.806,11.644,17.416
Mushimiyimana - Rwanda,MBG1-1,1,IDS,ids2,3,13.436,NA,NA,22.118,13.436,18
Mushimiyimana - Rwanda,MBG1-1,1,ADS,ads2,4,7.441,NA,NA,12.18,7.441,10.837
Mushimiyimana - Rwanda,MBG1-1,1,ADS,ads3,5,9.215,NA,NA,15.069,9.215,13.41
Mushimiyimana - Rwanda,MBG1-1,1,IDS,ids3,6,14.543,NA,NA,19.632,14.543,18
Mushimiyimana - Rwanda,MBG1-1,1,IDS,ids4,7,4.863,NA,NA,11.143,4.863,9.711
Mushimiyimana - Rwanda,MBG1-1,1,ADS,ads4,8,2.404,NA,NA,8.853,2.404,5.858
Mushimiyimana - Rwanda,MBG1-1,1,ADS,ads5,9,5.909,NA,NA,33.458,5.909,11.286
Mushimiyimana - Rwanda,MBG1-1,1,IDS,ids5,10,12.331,NA,NA,19.881,12.331,17.995
Mushimiyimana - Rwanda,MBG1-1,1,ADS,ads6,11,6.642,NA,NA,13.717,6.642,12.556
Mushimiyimana - Rwanda,MBG1-1,1,IDS,ids6,12,4.642,NA,NA,10.295,4.642,9.406
Mushimiyimana - Rwanda,MBG1-1,1,IDS,ids7,13,14.761,NA,NA,19.712,14.761,17.999
Mushimiyimana - Rwanda,MBG1-1,1,ADS,ads7,14,2.509,NA,NA,9.193,2.509,6.476
Mushimiyimana - Rwanda,MBG1-1,1,ADS,ads8,15,9.709,NA,NA,14.431,9.709,12.872
Mushimiyimana - Rwanda,MBG1-1,1,IDS,ids8,16,6.992,NA,NA,15.796,6.992,14.526
Mushimiyimana - Rwanda,MBG1-10,3,IDS,ids5,1,3.199,NA,NA,8.149,3.199,6.896
Mushimiyimana - Rwanda,MBG1-10,3,ADS,ads5,2,13.105,NA,NA,19.851,13.105,18
Mushimiyimana - Rwanda,MBG1-10,3,ADS,ads7,3,10.012,NA,NA,15.405,10.012,14.327
Mushimiyimana - Rwanda,MBG1-10,3,IDS,ids7,4,11.822,NA,NA,26.429,11.822,15.474
Mushimiyimana - Rwanda,MBG1-10,3,ADS,ads1,5,13.904,NA,NA,19.848,13.904,17.999
Mushimiyimana - Rwanda,MBG1-10,3,IDS,ids1,6,15.864,NA,NA,19.317,15.864,18.001
Mushimiyimana - Rwanda,MBG1-10,3,ADS,ads3,7,14.601,NA,NA,19.553,14.601,17.999
Mushimiyimana - Rwanda,MBG1-10,3,IDS,ids3,8,17.733,NA,NA,19.853,17.733,18.002
Mushimiyimana - Rwanda,MBG1-10,3,ADS,ads2,9,15.996,NA,NA,24.242,15.996,18
Mushimiyimana - Rwanda,MBG1-10,3,IDS,ids2,10,17.496,NA,NA,19.836,17.496,18.001
Mushimiyimana - Rwanda,MBG1-10,3,IDS,ids4,11,9.345,NA,NA,14.216,9.345,13.133
Mushimiyimana - Rwanda,MBG1-10,3,ADS,ads4,12,3.541,NA,NA,8.36,3.541,5.969
Mushimiyimana - Rwanda,MBG1-10,3,IDS,ids6,13,17.095,NA,NA,20.395,17.095,17.995
Mushimiyimana - Rwanda,MBG1-10,3,ADS,ads6,14,16.427,NA,NA,20.351,16.427,18
Mushimiyimana - Rwanda,MBG1-10,3,IDS,ids8,15,17.662,NA,NA,20.147,17.662,17.999
Mushimiyimana - Rwanda,MBG1-10,3,ADS,ads8,16,6.929,NA,NA,11.07,6.929,9.422
Mushimiyimana - Rwanda,MBG1-11,3,IDS,ids5,1,7.344,NA,NA,15.71,7.344,13.901
Mushimiyimana - Rwanda,MBG1-12,3,IDS,ids5,1,13.777,NA,NA,19.728,13.777,18.001
Mushimiyimana - Rwanda,MBG1-12,3,ADS,ads5,2,16.008,NA,NA,19.281,16.008,18
Mushimiyimana - Rwanda,MBG1-12,3,ADS,ads7,3,15.058,NA,NA,18.938,15.058,17.999
Mushimiyimana - Rwanda,MBG1-12,3,IDS,ids7,4,13.71,NA,NA,18.796,13.71,17.999
Mushimiyimana - Rwanda,MBG1-12,3,ADS,ads1,5,15.968,NA,NA,19.299,15.968,17.995
Mushimiyimana - Rwanda,MBG1-12,3,IDS,ids1,6,15.355,NA,NA,18.835,15.355,17.999
Mushimiyimana - Rwanda,MBG1-12,3,ADS,ads3,7,1.589,NA,NA,6.424,1.589,5.686
Mushimiyimana - Rwanda,MBG1-12,3,IDS,ids3,8,15.024,NA,NA,21.187,15.024,18.001
Mushimiyimana - Rwanda,MBG1-12,3,ADS,ads2,9,16.175,NA,NA,18.911,16.175,17.999
Mushimiyimana - Rwanda,MBG1-12,3,IDS,ids2,10,15.38,NA,NA,19.027,15.38,17.995
Mushimiyimana - Rwanda,MBG1-12,3,IDS,ids4,11,11.58,NA,NA,18.219,11.58,17.049
Mushimiyimana - Rwanda,MBG1-12,3,ADS,ads4,12,13.328,NA,NA,18.053,13.328,16.895
Mushimiyimana - Rwanda,MBG1-12,3,IDS,ids6,13,5.034,NA,NA,8.681,5.034,7.507
Mushimiyimana - Rwanda,MBG1-12,3,ADS,ads6,14,15.984,NA,NA,25.241,15.984,17.993
Mushimiyimana - Rwanda,MBG1-12,3,IDS,ids8,15,12.284,NA,NA,16.05,12.284,14.643
Mushimiyimana - Rwanda,MBG1-12,3,ADS,ads8,16,5.623,NA,NA,14.248,5.623,10.697
Mushimiyimana - Rwanda,MBG1-13,4,ADS,ads5,1,11.502,NA,NA,20.082,11.502,18
Mushimiyimana - Rwanda,MBG1-13,4,IDS,ids5,2,11.356,NA,NA,18.989,11.356,17.488
Mushimiyimana - Rwanda,MBG1-13,4,IDS,ids7,3,10.214,NA,NA,23.126,10.214,17.996
Mushimiyimana - Rwanda,MBG1-13,4,ADS,ads7,4,11.503,NA,NA,16.99,11.503,15.736
Mushimiyimana - Rwanda,MBG1-13,4,IDS,ids1,5,6.784,NA,NA,19.076,6.784,14.44
Mushimiyimana - Rwanda,MBG1-13,4,ADS,ads1,6,8.103,NA,NA,18.762,8.103,13.137
Mushimiyimana - Rwanda,MBG1-13,4,IDS,ids3,7,13.182,NA,NA,23.954,13.182,18
Mushimiyimana - Rwanda,MBG1-13,4,ADS,ads3,8,7.023,NA,NA,13.196,7.023,11.085
Mushimiyimana - Rwanda,MBG1-13,4,IDS,ids2,9,1.22,NA,NA,8.139,1.22,3.762
Mushimiyimana - Rwanda,MBG1-13,4,ADS,ads2,10,12.693,NA,NA,46.622,12.693,16.379
Mushimiyimana - Rwanda,MBG1-13,4,ADS,ads4,11,14.809,NA,NA,22.152,14.809,18.001
Mushimiyimana - Rwanda,MBG1-13,4,IDS,ids4,12,1.664,NA,NA,8.175,1.664,6.328
Mushimiyimana - Rwanda,MBG1-13,4,ADS,ads6,13,12.393,NA,NA,18.004,12.393,16.374
Mushimiyimana - Rwanda,MBG1-13,4,IDS,ids6,14,1.692,NA,NA,7.218,1.692,5.565
Mushimiyimana - Rwanda,MBG1-13,4,ADS,ads8,15,15.784,NA,NA,25.041,15.784,17.999
Mushimiyimana - Rwanda,MBG1-13,4,IDS,ids8,16,6.284,NA,NA,10.912,6.284,9.379
Mushimiyimana - Rwanda,MBG1-14,1,IDS,ids1,1,8.871,NA,NA,14.04,8.871,13.112
Mushimiyimana - Rwanda,MBG1-14,1,ADS,ads1,2,0.528,NA,NA,7.656,0.528,6.626
Mushimiyimana - Rwanda,MBG1-14,1,IDS,ids2,3,15.12,NA,NA,26.538,15.12,18
Mushimiyimana - Rwanda,MBG1-14,1,ADS,ads2,4,10.572,NA,NA,18.958,10.572,17.995
Mushimiyimana - Rwanda,MBG1-14,1,ADS,ads3,5,9.942,NA,NA,16.548,9.942,15.559
Mushimiyimana - Rwanda,MBG1-14,1,IDS,ids3,6,15.062,NA,NA,19.91,15.062,17.999
Mushimiyimana - Rwanda,MBG1-14,1,IDS,ids4,7,0.744,NA,NA,19.504,0.744,4.154
Mushimiyimana - Rwanda,MBG1-14,1,ADS,ads4,8,0.261,NA,NA,16.111,0.261,3.663
Mushimiyimana - Rwanda,MBG1-14,1,ADS,ads5,9,0.813,NA,NA,31.206,0.813,6.946
Mushimiyimana - Rwanda,MBG1-14,1,IDS,ids5,10,6.047,NA,NA,53.924,6.047,11.841
Mushimiyimana - Rwanda,MBG1-14,1,ADS,ads6,11,6.285,NA,NA,16.922,6.285,11.694
Mushimiyimana - Rwanda,MBG1-14,1,IDS,ids6,12,2.182,NA,NA,11.137,2.182,9.079
Mushimiyimana - Rwanda,MBG1-14,1,IDS,ids7,13,1.249,NA,NA,10.171,1.249,5.429
Mushimiyimana - Rwanda,MBG1-14,1,ADS,ads7,14,4.452,NA,NA,14.605,4.452,13.355
Mushimiyimana - Rwanda,MBG1-14,1,ADS,ads8,15,1.208,NA,NA,9.926,1.208,7.614
Mushimiyimana - Rwanda,MBG1-14,1,IDS,ids8,16,2.604,NA,NA,11.536,2.604,9.535
Mushimiyimana - Rwanda,MBG1-15,2,ADS,ads1,1,13.111,NA,NA,19.48,13.111,18
Mushimiyimana - Rwanda,MBG1-15,2,IDS,ids1,2,7.493,NA,NA,13.466,7.493,12.176
Mushimiyimana - Rwanda,MBG1-15,2,ADS,ads2,3,14.078,NA,NA,20.202,14.078,18
Mushimiyimana - Rwanda,MBG1-15,2,IDS,ids2,4,14.899,NA,NA,19.646,14.899,18
Mushimiyimana - Rwanda,MBG1-15,2,IDS,ids3,5,5.012,NA,NA,8.767,5.012,7.766
Mushimiyimana - Rwanda,MBG1-15,2,ADS,ads3,6,13.458,NA,NA,20.719,13.458,17.999
Mushimiyimana - Rwanda,MBG1-15,2,ADS,ads4,7,13.035,NA,NA,18.42,13.035,17.998
Mushimiyimana - Rwanda,MBG1-15,2,IDS,ids4,8,12.326,NA,NA,19.276,12.326,18.001
Mushimiyimana - Rwanda,MBG1-15,2,IDS,ids5,9,5.687,NA,NA,13.384,5.687,12.21
Mushimiyimana - Rwanda,MBG1-15,2,ADS,ads5,10,6.328,NA,NA,11.374,6.328,9.45
Mushimiyimana - Rwanda,MBG1-15,2,IDS,ids6,11,9.909,NA,NA,21.619,9.909,17.996
Mushimiyimana - Rwanda,MBG1-15,2,ADS,ads6,12,4.662,NA,NA,10.908,4.662,9.927
Mushimiyimana - Rwanda,MBG1-15,2,ADS,ads7,13,8.843,NA,NA,18.186,8.843,16.225
Mushimiyimana - Rwanda,MBG1-15,2,IDS,ids7,14,3.298,NA,NA,8.82,3.298,7.241
Mushimiyimana - Rwanda,MBG1-15,2,IDS,ids8,15,4.795,NA,NA,11.454,4.795,9.801
Mushimiyimana - Rwanda,MBG1-15,2,ADS,ads8,16,12.789,NA,NA,19.284,12.789,18.001
Mushimiyimana - Rwanda,MBG1-16,3,IDS,ids5,1,14.75,NA,NA,19.217,14.75,18.001
Mushimiyimana - Rwanda,MBG1-16,3,ADS,ads5,2,15.338,NA,NA,19.089,15.338,18
Mushimiyimana - Rwanda,MBG1-16,3,ADS,ads7,3,15.287,NA,NA,18.429,15.287,17.995
Mushimiyimana - Rwanda,MBG1-16,3,IDS,ids7,4,16.041,NA,NA,19.948,16.041,17.994
Mushimiyimana - Rwanda,MBG1-16,3,ADS,ads1,5,7.176,NA,NA,12.983,7.176,11.84
Mushimiyimana - Rwanda,MBG1-16,3,IDS,ids1,6,14.159,NA,NA,50.153,14.159,17.997
Mushimiyimana - Rwanda,MBG1-16,3,ADS,ads3,7,10.402,NA,NA,18.965,10.402,17.752
Mushimiyimana - Rwanda,MBG1-16,3,IDS,ids3,8,7.046,NA,NA,12.133,7.046,10.765
Mushimiyimana - Rwanda,MBG1-16,3,ADS,ads2,9,1.309,NA,NA,5.64,1.309,3.711
Mushimiyimana - Rwanda,MBG1-16,3,IDS,ids2,10,8.593,NA,NA,13.967,8.593,12.049
Mushimiyimana - Rwanda,MBG1-16,3,IDS,ids4,11,9.664,NA,NA,15.666,9.664,14.297
Mushimiyimana - Rwanda,MBG1-16,3,ADS,ads4,12,7.474,NA,NA,15.173,7.474,11.833
Mushimiyimana - Rwanda,MBG1-16,3,IDS,ids6,13,12.239,NA,NA,19.286,12.239,16.048
Mushimiyimana - Rwanda,MBG1-16,3,ADS,ads6,14,12.103,NA,NA,19.208,12.103,14.432
Mushimiyimana - Rwanda,MBG1-16,3,IDS,ids8,15,4.929,NA,NA,8.577,4.929,7.266
Mushimiyimana - Rwanda,MBG1-16,3,ADS,ads8,16,13.913,NA,NA,20.76,13.913,18
Mushimiyimana - Rwanda,MBG1-17,2,ADS,ads1,1,14.683,NA,NA,19.217,14.683,18.001
Mushimiyimana - Rwanda,MBG1-17,2,IDS,ids1,2,14.214,NA,NA,18.692,14.214,18
Mushimiyimana - Rwanda,MBG1-17,2,ADS,ads2,3,13.321,NA,NA,18.678,13.321,17.998
Mushimiyimana - Rwanda,MBG1-17,2,IDS,ids2,4,13.356,NA,NA,18.563,13.356,18.001
Mushimiyimana - Rwanda,MBG1-17,2,IDS,ids3,5,14.424,NA,NA,18.804,14.424,18.001
Mushimiyimana - Rwanda,MBG1-17,2,ADS,ads3,6,11.99,NA,NA,18.505,11.99,17.882
Mushimiyimana - Rwanda,MBG1-17,2,ADS,ads4,7,13.751,NA,NA,19.051,13.751,18.001
Mushimiyimana - Rwanda,MBG1-17,2,IDS,ids4,8,6.42,NA,NA,10.79,6.42,9.731
Mushimiyimana - Rwanda,MBG1-17,2,IDS,ids5,9,13.796,NA,NA,19.292,13.796,17.997
Mushimiyimana - Rwanda,MBG1-17,2,ADS,ads5,10,14.29,NA,NA,18.917,14.29,17.997
Mushimiyimana - Rwanda,MBG1-17,2,IDS,ids6,11,13.104,NA,NA,21.818,13.104,18
Mushimiyimana - Rwanda,MBG1-17,2,ADS,ads6,12,12.512,NA,NA,19.691,12.512,17.998
Mushimiyimana - Rwanda,MBG1-17,2,ADS,ads7,13,11.929,NA,NA,19.233,11.929,17.994
Mushimiyimana - Rwanda,MBG1-17,2,IDS,ids7,14,11.693,NA,NA,19.211,11.693,18
Mushimiyimana - Rwanda,MBG1-17,2,IDS,ids8,15,12.981,NA,NA,19.936,12.981,17.997
Mushimiyimana - Rwanda,MBG1-17,2,ADS,ads8,16,14.494,NA,NA,19.905,14.494,18
Mushimiyimana - Rwanda,MBG1-2,NA,ADS,ads2,1,11.734,NA,NA,25.329,11.734,17.836
Mushimiyimana - Rwanda,MBG1-2,NA,ADS,ads3,2,12.571,NA,NA,27.572,12.571,17.999
Mushimiyimana - Rwanda,MBG1-2,NA,ADS,ads4,3,10.23,NA,NA,17.749,10.23,15.764
Mushimiyimana - Rwanda,MBG1-2,NA,ADS,ads5,4,11.721,NA,NA,21.802,11.721,17.999
Mushimiyimana - Rwanda,MBG1-2,NA,ADS,ads6,5,15.136,NA,NA,23.876,15.136,18.002
Mushimiyimana - Rwanda,MBG1-2,NA,ADS,ads7,6,14.339,NA,NA,19.796,14.339,18
Mushimiyimana - Rwanda,MBG1-2,NA,ADS,ads8,7,13.979,NA,NA,19.353,13.979,17.999
Mushimiyimana - Rwanda,MBG1-2,NA,IDS,ids1,8,2.959,NA,NA,8.467,2.959,5.569
Mushimiyimana - Rwanda,MBG1-2,NA,IDS,ids2,9,13.832,NA,NA,22.243,13.832,18.001
Mushimiyimana - Rwanda,MBG1-2,NA,IDS,ids3,10,15.739,NA,NA,19.756,15.739,17.998
Mushimiyimana - Rwanda,MBG1-2,NA,IDS,ids4,11,14.406,NA,NA,21.371,14.406,17.996
Mushimiyimana - Rwanda,MBG1-2,NA,IDS,ids5,12,15.322,NA,NA,21.957,15.322,18
Mushimiyimana - Rwanda,MBG1-2,NA,IDS,ids6,13,13.126,NA,NA,19.218,13.126,18
Mushimiyimana - Rwanda,MBG1-2,NA,IDS,ids7,14,13.329,NA,NA,19.115,13.329,18.001
Mushimiyimana - Rwanda,MBG1-2,NA,IDS,ids8,15,14.582,NA,NA,19.813,14.582,18
Mushimiyimana - Rwanda,MBG1-2,NA,ADS,ads1,16,7.758,NA,NA,15.726,7.758,14.278
Mushimiyimana - Rwanda,MBG1-4,NA,ADS,ads2,1,15.108,NA,NA,18.235,15.108,18
